SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT_x,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,AMT_CREDIT_SUM_mean,AMT_CREDIT_SUM_sum,AMT_CREDIT_SUM_OVERDUE_mean,AMT_CREDIT_SUM_OVERDUE_sum,AMT_CREDIT_SUM_DEBT_mean,AMT_CREDIT_SUM_DEBT_sum,CREDIT_ACTIVE_count_active,CREDIT_DAY_OVERDUE_max,DAYS_CREDIT_mean,DAYS_CREDIT_min,DAYS_CREDIT_max,CREDIT_TYPE_nunique,SK_ID_PREV_x,NAME_CONTRACT_STATUS,AMT_APPLICATION,AMT_CREDIT_y,INST_CNT,INST_PAY_DIFF_MEAN,INST_PAY_DIFF_MIN,INST_PAY_DIFF_MAX,INST_DELAY_MEAN,INST_DELAY_MAX,INST_TOTAL_PAID,INST_TOTAL_DUE,SK_ID_PREV_y,SK_DPD_x
100965,Cash loans,F,Y,N,0,90000.0,202500.0,13068.0,202500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00702,-18559,-569.0,-10857.0,-1649,1,1,1,1,0,0,2.0,2,2,THURSDAY,10,0,0,0,0,1,1,Security,0.35710624,0.1634257,9.0,0.0,9.0,0.0,-885.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,189623.25,758493.0,0.0,0.0,106949.25,427797.0,2.0,0.0,-254.75,-288.0,-222.0,2.0,1.0,1.0,15237.0,13711.5,5.0,0.0,0.0,0.0,-11.6,-1.0,14706.0,14706.0,1.0,0.0
100970,Cash loans,F,N,Y,0,112500.0,599778.0,27792.0,477000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.00963,-19418,,-3093.0,-2941,1,0,0,1,0,0,1.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,XNA,0.6014975,0.5954562,0.0,0.0,0.0,0.0,-1247.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,82780.515,331122.06,0.0,0.0,21058.875,84235.5,3.0,0.0,-630.0,-1124.0,-203.0,2.0,1.0,1.0,67275.0,66942.0,8.0,3356.775,0.0,20029.5,-10.25,-1.0,104202.27,77348.07,1.0,0.0
100982,Cash loans,F,N,Y,2,112500.0,481176.0,23148.0,360000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-8699,-1334.0,-2315.0,-1373,1,1,0,1,0,0,4.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Trade: type 7,0.50811404,0.4650692,1.0,1.0,1.0,1.0,-883.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,67500.0,67500.0,0.0,0.0,4788.0,4788.0,1.0,0.0,-224.0,-224.0,-224.0,1.0,1.0,1.0,26775.0,27675.0,6.0,0.0,0.0,0.0,-29.333334,-7.0,28688.309999999998,28688.309999999998,1.0,0.0
100983,Cash loans,M,Y,Y,0,315000.0,625536.0,32067.0,540000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.00733,-16489,-777.0,-6257.0,-27,1,1,0,1,0,1,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Industry: type 3,0.668825,0.26224896,1.0,0.0,1.0,0.0,-683.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,645383.7,3226918.5,0.0,0.0,501282.9,2506414.5,5.0,0.0,-257.4,-433.0,-8.0,3.0,4.0,2.0,42537.375,43549.875,57.0,-104.94631578947366,-3026.3399999999997,0.0,-5.5789475,4.0,275602.68,281584.62,1.0,0.0
100984,Cash loans,F,N,N,2,180000.0,675000.0,21775.5,675000.0,Unaccompanied,Working,Higher education,Married,Municipal apartment,0.025164,-10827,-2576.0,-1800.0,-2677,1,1,1,1,1,0,4.0,2,2,TUESDAY,17,0,0,0,0,0,0,Bank,0.42711,0.42413032,3.0,2.0,3.0,2.0,-1479.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,231804.82285714286,3245267.52,0.0,0.0,1326.375,5305.5,3.0,0.0,-1191.5714285714287,-2849.0,-146.0,2.0,10.0,5.0,366491.07,471356.37,62.0,-698.1866129032258,-31500.0,0.0,-9.290322,0.0,3913684.74,3956972.31,4.0,0.0
100987,Cash loans,M,Y,Y,1,270000.0,500490.0,59526.0,450000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.018801,-11854,-2646.0,-278.0,-4306,1,1,0,1,0,0,3.0,2,2,SATURDAY,10,0,0,0,0,1,1,Business Entity Type 3,0.60491526,0.60238636,0.0,0.0,0.0,0.0,-1846.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,72186.0,216558.0,0.0,0.0,0.0,0.0,1.0,0.0,-1353.0,-1672.0,-851.0,2.0,1.0,1.0,34812.0,40999.5,13.0,-0.27346153846156085,-3.555000000000291,0.0,-2.7692308,3.0,72854.73,72858.285,2.0,1606.0
100997,Cash loans,F,N,Y,0,180000.0,199152.0,10296.0,135000.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.025164,-10273,-2513.0,-6952.0,-641,1,1,0,1,0,1,1.0,2,2,FRIDAY,13,0,0,0,0,0,0,Government,0.5396301,0.45969045,2.0,0.0,2.0,0.0,-1034.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,98156.25,392625.0,0.0,0.0,51246.0,153738.0,1.0,0.0,-960.0,-1867.0,-240.0,1.0,1.0,1.0,106119.0,106119.0,11.0,-1061.19,-10682.64,0.0,-15.727273,7.0,116697.42,128370.51000000001,1.0,0.0
100998,Cash loans,M,Y,N,1,112500.0,601470.0,30838.5,450000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.018801,-11144,-2774.0,-5571.0,-3799,1,1,0,1,0,0,3.0,2,2,SATURDAY,9,0,0,0,1,1,1,Business Entity Type 1,0.3288093,0.63470554,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,184500.0,184500.0,0.0,0.0,178038.0,178038.0,1.0,0.0,-409.0,-409.0,-409.0,1.0,1.0,1.0,20191.5,21582.0,6.0,0.0,0.0,0.0,-13.166667,-10.0,26625.420000000002,26625.420000000002,1.0,0.0
101002,Cash loans,M,N,Y,0,90000.0,257391.0,27157.5,238500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0105,-19577,-711.0,-11775.0,-3123,1,1,0,1,1,0,2.0,3,3,WEDNESDAY,12,0,0,0,0,0,0,Housing,0.6275918,0.2881296,0.0,0.0,0.0,0.0,-1791.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,565261.0,5087349.0,407.0,3663.0,25687.5,231187.5,3.0,13.0,-1359.6666666666667,-2582.0,-278.0,3.0,3.0,3.0,249096.0,262663.5,28.0,17094.109821428574,-3801.87,441907.47000000003,-13.678572,35.0,1406743.965,928108.89,3.0,22.0
101005,Cash loans,M,N,Y,1,157500.0,900000.0,55062.0,900000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018209,-10820,-1328.0,-7464.0,-3492,1,1,0,1,0,1,3.0,3,3,THURSDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.06881516,,0.0,0.0,0.0,0.0,-697.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,2.0,2.0,89989.2,99492.75,21.0,0.0,0.0,0.0,-15.666667,0.0,219345.165,219345.165,2.0,0.0
101008,Cash loans,M,N,Y,0,135000.0,497520.0,39307.5,450000.0,Family,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.019689,-13119,-124.0,-889.0,-3032,1,1,1,1,1,1,1.0,2,2,TUESDAY,15,0,0,0,0,1,1,Business Entity Type 3,0.5008055,,0.0,0.0,0.0,0.0,-630.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5.0,2.0,146394.0,199071.0,8.0,0.0,0.0,0.0,-26.625,-3.0,136117.80000000002,136117.80000000002,2.0,0.0
101020,Cash loans,F,N,Y,0,90000.0,332946.0,16146.0,238500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-16649,-1456.0,-2775.0,-192,1,1,0,1,0,0,2.0,2,2,FRIDAY,9,0,0,0,0,1,1,Business Entity Type 3,0.5755135,,3.0,0.0,3.0,0.0,-1875.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,18589.5,18589.5,0.0,0.0,0.0,0.0,0.0,0.0,-1285.0,-1285.0,-1285.0,1.0,9.0,8.0,68835.955,69400.455,89.0,46.97949438202247,-1744.6499999999999,3715.74,-23.966291,17.0,415863.405,411682.23,7.0,0.0
101021,Cash loans,F,N,Y,0,180000.0,225000.0,23755.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-17500,-4677.0,-6555.0,-1042,1,1,0,1,0,0,2.0,3,3,MONDAY,11,0,0,0,0,0,0,Other,0.2869661,0.7662337,9.0,1.0,9.0,0.0,-247.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,120720.0,362160.0,0.0,0.0,0.0,0.0,0.0,0.0,-1636.6666666666667,-2111.0,-689.0,2.0,11.0,6.0,125590.90909090909,139892.72727272726,82.0,-3345.9804878048785,-27361.125,0.0,-6.756098,34.0,1371300.975,1645671.375,6.0,8.0
101024,Cash loans,M,Y,N,2,333000.0,582804.0,29884.5,463500.0,,State servant,Secondary / secondary special,Married,House / apartment,0.005002,-12225,-5644.0,-3372.0,-3379,1,1,0,1,0,1,4.0,3,3,MONDAY,11,0,0,0,0,0,0,Security Ministries,0.65045166,0.40314168,6.0,1.0,6.0,1.0,-1685.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,253843.4168181818,2792277.585,0.0,0.0,84721.79250000001,847217.925,4.0,0.0,-1264.909090909091,-2576.0,-148.0,2.0,3.0,3.0,67753.5,72757.5,19.0,0.0,0.0,0.0,-19.210526,2.0,209109.10499999998,209109.10499999998,2.0,0.0
101025,Cash loans,M,Y,Y,1,81000.0,375408.0,29790.0,297000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.010556,-10970,-3546.0,-778.0,-3612,1,1,0,1,0,0,3.0,3,3,WEDNESDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.553022,0.30010775,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,351000.0,702000.0,0.0,0.0,101386.395,202772.79,2.0,0.0,-1266.5,-2211.0,-322.0,1.0,2.0,1.0,45000.0,45000.0,6.0,0.0,0.0,0.0,-2.3333333,0.0,95398.875,95398.875,1.0,0.0
101026,Cash loans,F,N,N,0,193500.0,450000.0,22977.0,450000.0,Unaccompanied,Working,Higher education,Widow,House / apartment,0.031329,-21712,-2790.0,-12190.0,-5096,1,1,0,1,0,0,1.0,2,2,FRIDAY,9,0,0,0,0,1,1,Government,0.25198832,0.6785677,0.0,0.0,0.0,0.0,-1656.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,7.0,432432.18,3459457.44,0.0,0.0,123047.4375,984379.5,2.0,0.0,-1240.125,-2309.0,-413.0,1.0,9.0,5.0,383962.5,426115.0,82.0,878.0487804878048,0.0,51046.875,-4.3170733,0.0,1123409.745,1051409.745,2.0,0.0
101031,Cash loans,M,N,N,0,180000.0,174132.0,18414.0,157500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.010643,-20814,,-10450.0,-4313,1,0,0,1,0,0,2.0,2,2,TUESDAY,17,0,0,0,0,0,0,XNA,0.5909639,0.68638235,0.0,0.0,0.0,0.0,-1536.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,50448.33,50448.33,0.0,0.0,0.0,0.0,0.0,0.0,-750.0,-750.0,-750.0,1.0,3.0,3.0,99192.0,113677.5,50.0,0.0,0.0,0.0,-15.76,-3.0,322345.395,322345.395,3.0,0.0
101041,Cash loans,F,N,Y,0,202500.0,454500.0,17262.0,454500.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.010006,-17625,-496.0,-6030.0,-569,1,1,1,1,1,0,1.0,2,2,FRIDAY,10,0,0,0,0,0,0,Government,0.7109339,0.4311918,2.0,0.0,2.0,0.0,-1700.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,517500.0,1552500.0,0.0,0.0,396754.5,1190263.5,3.0,0.0,-478.0,-728.0,-352.0,2.0,1.0,1.0,161086.5,151389.0,6.0,0.0,0.0,0.0,-13.833333,-9.0,177568.47,177568.47,1.0,0.0
101051,Cash loans,F,N,N,0,180000.0,400392.0,41157.0,360000.0,Family,State servant,Secondary / secondary special,Married,House / apartment,0.035792,-16119,-2632.0,-10037.0,-4630,1,1,0,1,0,0,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,Trade: type 6,0.78303814,0.57091653,2.0,0.0,2.0,0.0,-2346.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,683643.6,3418218.0,0.0,0.0,396909.14625,1587636.585,2.0,0.0,-1486.6,-2514.0,-302.0,3.0,3.0,3.0,447418.5,614331.0,70.0,6180.103928571429,-70063.56,452904.66000000003,-2.2571428,27.0,2736497.385,2303890.11,2.0,22.0
101055,Cash loans,F,N,Y,0,90000.0,157500.0,11457.0,157500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.028663,-14272,-249.0,-7233.0,-4256,1,1,0,1,0,0,1.0,2,2,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.6388003,0.44896227,5.0,3.0,5.0,3.0,-293.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,124081.5,372244.5,0.0,0.0,71781.0,215343.0,1.0,0.0,-846.6666666666666,-1184.0,-367.0,2.0,2.0,2.0,90877.5,93192.75,9.0,0.0,0.0,0.0,-6.111111,-1.0,61395.93,61395.93,1.0,0.0
101056,Cash loans,F,Y,N,1,112500.0,358344.0,28440.0,283500.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,With parents,0.035792,-9580,-1009.0,-640.0,-1913,1,1,0,1,0,0,3.0,2,2,THURSDAY,11,0,0,0,0,0,0,Self-employed,0.21021016,0.14287253,0.0,0.0,0.0,0.0,-449.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,162000.0,324000.0,0.0,0.0,57631.5,57631.5,2.0,0.0,-234.0,-234.0,-234.0,1.0,3.0,1.0,56700.0,49252.5,12.0,0.0,0.0,0.0,-25.25,-14.0,178951.5,178951.5,1.0,0.0
101057,Cash loans,M,Y,Y,0,112500.0,202500.0,16128.0,202500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.015221,-10539,-820.0,-4901.0,-3206,1,1,0,1,0,0,2.0,2,2,SATURDAY,13,0,0,0,1,1,0,Self-employed,0.72835237,0.38591468,3.0,0.0,3.0,0.0,-606.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,113008.5,452034.0,0.0,0.0,40146.75,160587.0,2.0,0.0,-415.0,-474.0,-369.0,2.0,14.0,3.0,60971.78571428572,67577.14285714286,19.0,0.0,0.0,0.0,-9.684211,-1.0,245167.515,245167.515,2.0,0.0
101064,Cash loans,F,Y,Y,0,63000.0,112500.0,12244.5,112500.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.008068,-22015,,-6410.0,-4904,1,0,0,1,1,0,2.0,3,3,WEDNESDAY,5,0,0,0,0,0,0,XNA,0.4438649,0.5478105,4.0,0.0,4.0,0.0,-1601.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,141954.9685714286,993684.78,0.0,0.0,61190.1,305950.5,3.0,0.0,-979.5714285714286,-2704.0,-373.0,2.0,2.0,1.0,14658.75,12019.5,6.0,0.0,0.0,0.0,-10.666667,-9.0,30198.96,30198.96,1.0,0.0
101079,Cash loans,F,Y,Y,0,135000.0,547344.0,26460.0,472500.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.008866,-20213,-503.0,-11133.0,-3729,1,1,0,1,0,0,1.0,2,2,TUESDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.33683553,0.3217353,0.0,0.0,0.0,0.0,-474.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,256343.9895,2563439.895,0.0,0.0,3200.85,32008.5,3.0,0.0,-1084.1,-2098.0,-202.0,2.0,2.0,2.0,29436.75,27607.5,11.0,0.0,0.0,0.0,-19.636364,-10.0,60221.52,60221.52,2.0,0.0
101087,Cash loans,M,Y,Y,2,211500.0,135000.0,14305.5,135000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.020246,-14311,-6144.0,-5368.0,-1243,1,1,1,1,1,0,4.0,3,3,SUNDAY,13,0,0,0,0,0,0,Business Entity Type 2,0.42104286,0.50468135,3.0,0.0,3.0,0.0,-1802.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,2.0,307864.25386363635,6773013.585,0.0,0.0,61268.85,1225377.0,4.0,0.0,-1470.1363636363637,-2463.0,-89.0,3.0,6.0,5.0,103891.36499999999,99385.5,45.0,-988.411,-13133.43,0.0,-8.844444,11.0,583014.195,627492.69,5.0,0.0
101090,Cash loans,F,N,Y,0,180000.0,460692.0,19363.5,301500.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.018801,-21287,,-9996.0,-4287,1,0,0,1,0,0,1.0,2,2,MONDAY,8,0,0,0,0,0,0,XNA,0.5514377,0.75037515,4.0,1.0,4.0,0.0,-1435.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,6.0,132277.5,529110.0,0.0,0.0,0.0,0.0,1.0,2476.0,-2274.5,-2888.0,-1678.0,2.0,15.0,4.0,221100.0,251153.7,149.0,577.0703355704698,-25252.56,141341.94,-15.060403,14.0,3650801.175,3564817.695,4.0,0.0
101092,Cash loans,F,N,Y,2,81000.0,1024740.0,49428.0,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.002134,-12184,-2739.0,-646.0,-2178,1,1,0,1,0,0,4.0,3,3,SATURDAY,9,0,0,0,0,0,0,Industry: type 11,0.4309454,0.41010258,0.0,0.0,0.0,0.0,-1239.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,2.0,662625.0,2650500.0,0.0,0.0,348775.5,1046326.5,2.0,0.0,-645.75,-1445.0,-184.0,2.0,3.0,3.0,376650.0,417924.0,37.0,0.0,0.0,0.0,-10.216216,-1.0,1793366.5050000001,1793366.5050000001,3.0,0.0
101097,Cash loans,F,N,Y,0,135000.0,755550.0,30465.0,562500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.035792,-18601,-1233.0,-173.0,-838,1,1,0,1,0,0,1.0,2,2,MONDAY,11,0,0,0,0,0,0,Government,0.69686157,0.32806316,3.0,0.0,2.0,0.0,-679.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,260525.25,521050.5,0.0,0.0,204446.22749999998,408892.45499999996,2.0,0.0,-392.0,-514.0,-270.0,2.0,4.0,3.0,145229.625,151655.625,27.0,0.0,0.0,0.0,-12.481482,0.0,287115.12,287115.12,1.0,0.0
101099,Cash loans,F,N,Y,0,99000.0,186700.5,8982.0,186700.5,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.01885,-24975,,-11138.0,-4706,1,0,0,1,1,0,1.0,2,2,THURSDAY,11,0,0,0,0,0,0,XNA,0.67243314,0.6463299,4.0,0.0,4.0,0.0,-2450.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,329385.65625,5270170.5,0.0,0.0,86793.92307692308,1128321.0,2.0,0.0,-1308.6875,-2157.0,-100.0,1.0,8.0,7.0,115721.4375,128711.8125,43.0,0.0,0.0,0.0,-21.139534,0.0,1181532.33,1181532.33,7.0,0.0
101107,Cash loans,F,N,Y,1,157500.0,525735.0,48348.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008019,-16810,-765.0,-4852.0,-347,1,1,0,1,0,0,3.0,2,2,FRIDAY,15,0,0,0,0,0,0,Industry: type 3,0.4234061,0.7958031,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,33795.0,33795.0,0.0,0.0,,0.0,0.0,0.0,-2524.0,-2524.0,-2524.0,1.0,,,,,,,,,,,,,,
101118,Cash loans,F,N,Y,0,157500.0,651960.0,27535.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-16681,-2603.0,-3142.0,-236,1,1,0,1,0,0,2.0,2,2,MONDAY,9,0,0,0,0,0,0,Self-employed,0.54226375,0.63303167,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,145209.9375,1161679.5,0.0,0.0,21419.25,128515.5,1.0,0.0,-1534.0,-2160.0,-509.0,2.0,4.0,2.0,57832.81875,45568.125,7.0,0.0,0.0,0.0,-21.285715,-8.0,84218.445,84218.445,2.0,0.0
101125,Cash loans,M,Y,Y,1,225000.0,1024740.0,52452.0,900000.0,"Spouse, partner",Commercial associate,Higher education,Married,House / apartment,0.035792,-14116,-1334.0,-1093.0,-2101,1,1,0,1,0,0,3.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.4762988,0.34905526,0.0,0.0,0.0,0.0,-376.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,1.0,670800.0,2012400.0,0.0,0.0,381912.0,1145736.0,2.0,0.0,-780.3333333333334,-1066.0,-407.0,2.0,6.0,3.0,92951.25,104741.25,14.0,19285.714285714286,0.0,113418.99,-14.5,0.0,954235.665,684235.665,3.0,0.0
101126,Cash loans,F,N,N,1,99000.0,431280.0,22149.0,360000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-14463,-2812.0,-8513.0,-5206,1,1,0,1,1,0,3.0,1,1,SATURDAY,11,0,0,0,0,1,1,Business Entity Type 3,0.6597401,0.6817059,0.0,0.0,0.0,0.0,-2127.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,132750.0,265500.0,0.0,0.0,0.0,0.0,1.0,0.0,-1236.0,-1570.0,-902.0,1.0,5.0,3.0,66582.0,69287.4,20.0,0.0,0.0,0.0,-19.1,0.0,342655.82999999996,342655.82999999996,3.0,0.0
101128,Cash loans,M,Y,Y,0,337500.0,675000.0,69165.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00963,-17307,-4870.0,-635.0,-820,1,1,0,1,0,0,2.0,2,2,WEDNESDAY,11,1,1,1,1,1,1,Security,0.7462132,0.6496203,0.0,0.0,0.0,0.0,-598.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,396459.36000000004,2378756.16,0.0,0.0,0.0,0.0,1.0,0.0,-1598.8333333333333,-2668.0,-184.0,2.0,3.0,2.0,374685.0,397285.5,27.0,23103.123333333333,-48063.465,630918.945,-13.333333,5.0,1954696.635,1330912.305,2.0,0.0
